theta,pitch,-5,-4,-3,-2,-1,0,1,2,3,4,5
0,0,,,,,,,,,,,0.31068020107631655
0,1,,,,,-1.5472556506908905,0.0,-2.8893431687329145,-1.247786815073299,-2.3904835478719018,-1.247786815073299,
0,2,,,,-1.375629520277731,0.0,1.6302442733424902,-1.375629520277731,-1.375629520277731,,-1.7057806051443865,
0,3,,,-1.4066007186668787,4.042617440786203,-2.3111346324844337,,1.1837979844683542,0.31211738025877245,0.0,-3.5092533158945036,-0.37476931033140737
0,4,,,-0.6537708671385261,-2.151330099566702,,,,,,,
0,5,,,,-2.7563745137808557,-2.137832235459054,-2.045993055564895,,,,,0.0
0,6,-2.9761361266496213,-2.632026845927256,,,,,,-0.28786506548634216,-1.3495104068295705,7.086498062396247,
0,7,,-3.0444039675808905,-2.1982204994750623,,,,7.208987176657947,0.0,,0.0,0.0
0,8,,,-0.6686417397718275,-1.3585600290676099,0.0,,2.1643720687875563,,,12.030964204425898,
0,9,0.0,2.1442271675598708,,,7.796799882628772,7.844005514890673,0.0,7.231642121161124,15.21572803472538,10.132728383423812,0.0
0,10,0.0,0.0,1.0611170737828604,8.526755927831173,,7.5568803263627355,0.0,0.0,14.199750614802323,,
0,11,-0.08816281926894076,,10.211041733795904,0.0,,,0.0,,,1.522840850086415,0.0
0,12,4.699637210958826,,10.706875653610386,8.878943757230829,9.30515708023723,14.719507378798522,10.311328870614535,5.247827937958084,10.91254472360675,6.105393210351775,9.175651562100319
0,13,,,,12.533651496199841,0.0,,,,,0.0,
0,14,0.0,0.0,11.777110814300823,0.0,0.0,,0.0,,,,3.6239370746268404
0,15,0.0,12.029643131875243,13.08383720297267,0.0,2.6513146150921596,0.0,0.5242024247237916,0.0,5.710489586058911,4.376714003802455,2.688806394214378
0,16,10.424120374157571,0.0,7.186537139196696,0.0,0.0,6.789430043672372,,7.14012410889342,4.3055702532267635,0.0,1.193024843619388
0,17,14.440707227098486,,,8.561613704121788,0.0,0.0,6.783927707025719,,0.0,,0.8962807238555625
0,18,,0.0,10.696153716654365,,,10.063024865170938,0.0,,,,2.338367674141225
0,19,0.0,0.0,11.34019573698625,0.0,,0.0,,,0.0,2.7045410953434934,0.0
0,20,0.0,,0.2717245160959214,,,4.422444665758907,1.2697857672458637,0.0,0.0,,0.0
0,21,11.616312960347678,2.7551030944643653,0.0,,,,0.0,,,0.0,
0,22,,0.0,0.0,,,,0.13326134322194502,0.0,,,0.0
0,23,,,,,0.0,,,,2.750802451225381,,
0,24,7.927467991506212,2.242192667824471,,0.0,0.0,4.945573609178038,,0.0,-0.1194837359785148,-0.1194837359785148,-0.14338048317421775
0,25,,,-0.32664992269136517,-0.2649568240302249,,-0.5693861932182802,,,,,
0,26,0.4670627956523349,,,,,2.649992271059676,,-0.39661677616170743,-0.39661677616170743,,-1.4776772471156558
0,27,,,,,,0.0,,0.0,-0.6597508352239727,,
0,28,,4.326885727589803,,,-1.4500655294952605,,,,,,0.0
0,29,,-1.1426380805360608,,0.0,0.0,,,,,0.0,-2.309001495286287
0,30,-1.5792122217584361,,,,,,,,,,
0,31,,,,,,0.0,,,-4.5736535015832835,,
0,32,,,,,,-5.259623519869056,,,-1.7507612570642193,,
