-2.1816615649929116,28.0,36.0,44.0,51.0,50.0,59.0,111.0,101.0,120.0,99.0,169.0,192.0,1075.0,119.0,88.0,106.0,86.0,43.0,49.0,29.0,31.0,22.0,15.0,21.0,10.0,8.0,15.0,3.0
-2.0943951023931953,27.0,33.0,46.0,53.0,51.0,74.0,71.0,113.0,139.0,147.0,114.0,143.0,864.0,360.0,101.0,78.0,79.0,85.0,32.0,29.0,29.0,23.0,25.0,17.0,19.0,11.0,11.0,6.0
-2.007128639793479,26.0,34.0,33.0,60.0,48.0,81.0,75.0,101.0,105.0,119.0,169.0,150.0,102.0,959.0,142.0,160.0,93.0,85.0,56.0,46.0,28.0,19.0,17.0,17.0,10.0,16.0,18.0,11.0
-1.9198621771937625,35.0,38.0,46.0,42.0,51.0,54.0,67.0,74.0,112.0,155.0,93.0,109.0,163.0,624.0,535.0,106.0,103.0,80.0,77.0,37.0,41.0,30.0,32.0,25.0,17.0,8.0,13.0,13.0
-1.8325957145940461,31.0,30.0,31.0,57.0,54.0,57.0,66.0,63.0,96.0,119.0,108.0,206.0,121.0,110.0,937.0,136.0,107.0,116.0,99.0,58.0,37.0,28.0,28.0,24.0,18.0,20.0,9.0,14.0
-1.7453292519943295,36.0,31.0,40.0,54.0,49.0,70.0,55.0,59.0,65.0,112.0,140.0,108.0,122.0,193.0,761.0,296.0,95.0,100.0,83.0,79.0,61.0,42.0,34.0,29.0,18.0,24.0,10.0,14.0
-1.6580627893946132,36.0,43.0,35.0,41.0,61.0,52.0,54.0,49.0,66.0,82.0,115.0,116.0,129.0,153.0,266.0,778.0,166.0,135.0,80.0,99.0,47.0,30.0,47.0,29.0,21.0,16.0,16.0,18.0
-1.5707963267948966,36.0,33.0,37.0,52.0,50.0,55.0,48.0,56.0,46.0,75.0,108.0,120.0,259.0,406.0,105.0,553.0,140.0,85.0,103.0,128.0,91.0,42.0,35.0,34.0,25.0,28.0,14.0,16.0
-1.4835298641951802,25.0,41.0,35.0,44.0,41.0,47.0,58.0,71.0,82.0,82.0,139.0,144.0,105.0,716.0,113.0,282.0,121.0,149.0,117.0,81.0,73.0,61.0,47.0,21.0,37.0,18.0,18.0,12.0
-1.3962634015954636,28.0,32.0,39.0,44.0,41.0,42.0,67.0,58.0,88.0,91.0,119.0,160.0,131.0,396.0,551.0,203.0,81.0,167.0,90.0,76.0,52.0,65.0,37.0,40.0,27.0,23.0,19.0,13.0
-1.3089969389957472,24.0,31.0,39.0,41.0,54.0,69.0,54.0,45.0,62.0,100.0,105.0,125.0,139.0,199.0,771.0,255.0,93.0,111.0,83.0,116.0,55.0,44.0,48.0,36.0,25.0,20.0,22.0,14.0
-1.2217304763960306,32.0,30.0,30.0,22.0,44.0,61.0,53.0,65.0,73.0,73.0,103.0,176.0,103.0,156.0,153.0,722.0,240.0,100.0,93.0,132.0,106.0,53.0,36.0,37.0,30.0,24.0,15.0,18.0
-1.1344640137963142,24.0,37.0,35.0,34.0,32.0,44.0,33.0,64.0,60.0,87.0,106.0,112.0,110.0,255.0,148.0,813.0,136.0,114.0,92.0,128.0,101.0,43.0,52.0,43.0,23.0,24.0,17.0,13.0
-1.0471975511965976,34.0,28.0,33.0,29.0,40.0,39.0,48.0,56.0,54.0,66.0,87.0,93.0,131.0,141.0,144.0,138.0,955.0,177.0,93.0,89.0,75.0,60.0,32.0,34.0,41.0,21.0,19.0,23.0
-0.9599310885968813,25.0,37.0,31.0,38.0,30.0,39.0,45.0,60.0,40.0,50.0,75.0,144.0,107.0,140.0,209.0,153.0,875.0,138.0,93.0,114.0,76.0,107.0,41.0,20.0,24.0,31.0,21.0,17.0
-0.8726646259971648,19.0,25.0,29.0,39.0,50.0,47.0,38.0,57.0,46.0,51.0,46.0,115.0,128.0,111.0,97.0,152.0,493.0,680.0,79.0,91.0,68.0,142.0,34.0,58.0,29.0,22.0,24.0,10.0
-0.7853981633974483,35.0,26.0,28.0,27.0,39.0,44.0,41.0,46.0,45.0,59.0,46.0,94.0,122.0,104.0,103.0,129.0,260.0,824.0,219.0,96.0,83.0,98.0,75.0,33.0,34.0,32.0,20.0,18.0
-0.6981317007977318,16.0,29.0,31.0,37.0,34.0,43.0,53.0,38.0,31.0,48.0,46.0,63.0,148.0,112.0,113.0,217.0,167.0,769.0,262.0,94.0,106.0,85.0,83.0,46.0,31.0,24.0,31.0,23.0
-0.6108652381980153,17.0,27.0,35.0,40.0,29.0,46.0,38.0,39.0,38.0,41.0,45.0,51.0,91.0,103.0,148.0,116.0,223.0,96.0,992.0,147.0,91.0,98.0,81.0,54.0,33.0,26.0,17.0,18.0
-0.5235987755982988,20.0,22.0,29.0,33.0,30.0,40.0,33.0,43.0,38.0,47.0,42.0,85.0,53.0,117.0,216.0,173.0,107.0,129.0,332.0,766.0,87.0,77.0,85.0,95.0,19.0,23.0,24.0,15.0
-0.4363323129985824,20.0,21.0,30.0,28.0,33.0,38.0,39.0,37.0,46.0,41.0,41.0,56.0,63.0,96.0,112.0,160.0,195.0,142.0,108.0,863.0,256.0,69.0,83.0,75.0,54.0,23.0,28.0,23.0
-0.3490658503988659,16.0,18.0,17.0,27.0,31.0,49.0,32.0,30.0,34.0,47.0,47.0,66.0,51.0,62.0,83.0,158.0,220.0,331.0,79.0,99.0,799.0,136.0,93.0,74.0,106.0,36.0,20.0,19.0
-0.2617993877991494,22.0,17.0,18.0,25.0,26.0,27.0,42.0,26.0,34.0,39.0,46.0,53.0,77.0,121.0,66.0,93.0,165.0,91.0,144.0,100.0,1113.0,85.0,88.0,73.0,57.0,75.0,29.0,28.0
-0.17453292519943295,9.0,20.0,24.0,27.0,33.0,29.0,34.0,28.0,33.0,32.0,39.0,33.0,43.0,73.0,41.0,108.0,112.0,313.0,556.0,85.0,213.0,490.0,102.0,76.0,91.0,91.0,17.0,28.0
-0.08726646259971647,14.0,23.0,14.0,26.0,24.0,37.0,29.0,22.0,35.0,29.0,24.0,33.0,43.0,90.0,83.0,94.0,219.0,150.0,126.0,153.0,128.0,953.0,147.0,80.0,57.0,77.0,49.0,21.0
0.0,10.0,20.0,28.0,21.0,22.0,32.0,25.0,19.0,36.0,30.0,30.0,35.0,60.0,62.0,81.0,45.0,120.0,100.0,212.0,444.0,111.0,785.0,118.0,93.0,75.0,80.0,58.0,28.0
0.08726646259971647,14.0,21.0,16.0,31.0,21.0,27.0,21.0,34.0,25.0,35.0,22.0,24.0,38.0,47.0,48.0,108.0,103.0,127.0,193.0,132.0,147.0,83.0,939.0,254.0,108.0,71.0,64.0,27.0
0.17453292519943295,18.0,13.0,17.0,22.0,41.0,28.0,32.0,28.0,20.0,20.0,22.0,37.0,32.0,32.0,72.0,44.0,54.0,158.0,229.0,99.0,165.0,155.0,853.0,252.0,92.0,93.0,69.0,83.0
0.2617993877991494,22.0,12.0,13.0,28.0,25.0,26.0,28.0,26.0,27.0,21.0,25.0,32.0,41.0,40.0,36.0,69.0,73.0,113.0,120.0,98.0,116.0,317.0,201.0,941.0,85.0,90.0,90.0,65.0
0.3490658503988659,13.0,17.0,28.0,26.0,23.0,22.0,24.0,23.0,25.0,18.0,31.0,31.0,34.0,33.0,36.0,34.0,115.0,75.0,140.0,109.0,169.0,154.0,128.0,1005.0,199.0,102.0,91.0,75.0
0.4363323129985824,16.0,13.0,24.0,19.0,22.0,22.0,24.0,24.0,26.0,16.0,24.0,22.0,28.0,52.0,44.0,49.0,58.0,127.0,121.0,93.0,135.0,341.0,212.0,104.0,819.0,149.0,107.0,89.0
0.5235987755982988,12.0,12.0,18.0,19.0,26.0,21.0,28.0,15.0,18.0,23.0,24.0,16.0,27.0,38.0,42.0,62.0,40.0,182.0,74.0,148.0,332.0,152.0,781.0,219.0,139.0,103.0,98.0,111.0
0.6108652381980153,13.0,16.0,13.0,23.0,19.0,13.0,15.0,26.0,25.0,17.0,18.0,25.0,26.0,56.0,43.0,47.0,167.0,103.0,371.0,118.0,649.0,160.0,190.0,169.0,132.0,173.0,84.0,69.0
0.6981317007977318,11.0,9.0,14.0,18.0,19.0,15.0,15.0,22.0,28.0,20.0,23.0,31.0,33.0,41.0,41.0,103.0,134.0,122.0,86.0,294.0,530.0,367.0,365.0,164.0,85.0,81.0,56.0,53.0
0.7853981633974483,7.0,9.0,15.0,19.0,13.0,17.0,17.0,23.0,23.0,16.0,29.0,29.0,40.0,48.0,44.0,90.0,83.0,142.0,111.0,454.0,145.0,656.0,203.0,163.0,168.0,122.0,53.0,41.0
0.8726646259971648,11.0,6.0,14.0,11.0,14.0,22.0,21.0,20.0,20.0,25.0,24.0,21.0,53.0,54.0,61.0,89.0,104.0,99.0,134.0,336.0,232.0,388.0,475.0,209.0,105.0,90.0,97.0,45.0
0.9599310885968813,13.0,11.0,16.0,11.0,24.0,13.0,19.0,9.0,16.0,13.0,16.0,30.0,42.0,59.0,62.0,91.0,75.0,103.0,180.0,184.0,367.0,223.0,753.0,107.0,119.0,85.0,73.0,66.0
1.0471975511965976,5.0,8.0,16.0,11.0,18.0,14.0,8.0,37.0,24.0,40.0,26.0,23.0,17.0,51.0,32.0,55.0,75.0,168.0,162.0,192.0,376.0,136.0,280.0,571.0,158.0,94.0,112.0,71.0
1.1344640137963142,7.0,10.0,15.0,12.0,17.0,18.0,15.0,12.0,20.0,13.0,64.0,16.0,32.0,41.0,55.0,108.0,61.0,78.0,147.0,169.0,186.0,340.0,570.0,260.0,282.0,95.0,86.0,51.0
1.2217304763960306,3.0,4.0,11.0,26.0,16.0,15.0,19.0,18.0,18.0,25.0,35.0,20.0,49.0,32.0,46.0,68.0,70.0,118.0,134.0,196.0,188.0,250.0,870.0,110.0,100.0,113.0,142.0,84.0
1.3089969389957472,5.0,9.0,10.0,31.0,12.0,14.0,16.0,37.0,14.0,20.0,22.0,25.0,28.0,22.0,32.0,77.0,63.0,129.0,265.0,166.0,228.0,101.0,372.0,593.0,181.0,101.0,136.0,71.0
1.3962634015954636,5.0,13.0,14.0,7.0,13.0,18.0,28.0,17.0,15.0,17.0,31.0,20.0,63.0,54.0,49.0,66.0,62.0,66.0,200.0,94.0,224.0,321.0,299.0,669.0,111.0,116.0,88.0,100.0
1.4835298641951802,5.0,6.0,5.0,14.0,18.0,16.0,13.0,19.0,45.0,22.0,32.0,20.0,31.0,30.0,61.0,128.0,61.0,56.0,154.0,234.0,486.0,116.0,107.0,396.0,390.0,123.0,122.0,70.0
1.5707963267948966,4.0,5.0,4.0,15.0,13.0,13.0,16.0,16.0,49.0,27.0,35.0,28.0,47.0,25.0,41.0,67.0,283.0,96.0,174.0,173.0,207.0,183.0,539.0,316.0,154.0,98.0,91.0,61.0
1.6580627893946132,4.0,2.0,5.0,9.0,33.0,30.0,13.0,19.0,6.0,103.0,16.0,24.0,19.0,91.0,55.0,56.0,97.0,95.0,155.0,699.0,171.0,134.0,337.0,102.0,243.0,106.0,92.0,64.0
1.7453292519943295,5.0,6.0,7.0,3.0,25.0,13.0,7.0,35.0,15.0,37.0,73.0,49.0,33.0,30.0,395.0,91.0,158.0,219.0,319.0,98.0,394.0,208.0,196.0,95.0,98.0,59.0,55.0,57.0
1.8325957145940461,1.0,8.0,6.0,17.0,24.0,18.0,25.0,45.0,21.0,57.0,86.0,168.0,121.0,258.0,68.0,144.0,269.0,526.0,90.0,142.0,121.0,98.0,88.0,109.0,152.0,48.0,47.0,23.0
1.9198621771937625,2.0,6.0,10.0,36.0,20.0,17.0,23.0,23.0,40.0,244.0,39.0,210.0,574.0,85.0,104.0,239.0,87.0,92.0,162.0,100.0,189.0,160.0,99.0,56.0,42.0,53.0,33.0,35.0
2.007128639793479,11.0,9.0,3.0,10.0,49.0,58.0,80.0,52.0,102.0,276.0,192.0,357.0,77.0,250.0,88.0,157.0,321.0,72.0,113.0,60.0,113.0,58.0,63.0,97.0,34.0,37.0,24.0,17.0
2.0943951023931953,11.0,20.0,11.0,18.0,38.0,182.0,126.0,67.0,373.0,123.0,121.0,315.0,96.0,283.0,140.0,140.0,84.0,144.0,113.0,52.0,70.0,61.0,35.0,36.0,46.0,20.0,39.0,16.0
2.1816615649929116,16.0,28.0,24.0,40.0,65.0,223.0,236.0,74.0,311.0,241.0,238.0,132.0,100.0,94.0,236.0,80.0,119.0,66.0,69.0,81.0,73.0,82.0,45.0,36.0,22.0,28.0,11.0,10.0
2.2689280275926285,21.0,41.0,38.0,57.0,91.0,183.0,330.0,101.0,273.0,378.0,165.0,134.0,117.0,86.0,75.0,136.0,138.0,84.0,45.0,60.0,35.0,50.0,30.0,37.0,38.0,16.0,17.0,4.0
2.356194490192345,29.0,41.0,54.0,61.0,98.0,115.0,262.0,557.0,160.0,260.0,109.0,209.0,121.0,110.0,70.0,110.0,48.0,74.0,46.0,26.0,64.0,44.0,29.0,26.0,22.0,19.0,10.0,6.0
2.443460952792061,36.0,43.0,164.0,67.0,77.0,106.0,115.0,514.0,239.0,117.0,435.0,125.0,135.0,141.0,50.0,47.0,53.0,77.0,48.0,26.0,49.0,26.0,17.0,22.0,15.0,9.0,17.0,10.0
2.5307274153917776,29.0,37.0,174.0,157.0,77.0,119.0,144.0,402.0,567.0,101.0,180.0,136.0,77.0,115.0,86.0,72.0,37.0,50.0,43.0,25.0,21.0,27.0,16.0,24.0,9.0,11.0,11.0,13.0
2.6179938779914944,35.0,43.0,82.0,98.0,446.0,185.0,107.0,366.0,367.0,151.0,176.0,144.0,78.0,77.0,51.0,46.0,82.0,49.0,24.0,44.0,29.0,15.0,14.0,16.0,11.0,7.0,9.0,8.0
2.705260340591211,46.0,62.0,85.0,108.0,447.0,216.0,109.0,128.0,252.0,527.0,170.0,77.0,120.0,71.0,35.0,42.0,47.0,26.0,30.0,21.0,36.0,31.0,23.0,17.0,15.0,11.0,2.0,6.0
2.792526803190927,41.0,76.0,70.0,77.0,444.0,689.0,107.0,120.0,142.0,248.0,111.0,94.0,90.0,80.0,67.0,37.0,62.0,31.0,34.0,19.0,24.0,18.0,13.0,21.0,21.0,10.0,9.0,5.0
2.8797932657906435,65.0,96.0,71.0,81.0,134.0,1005.0,113.0,95.0,116.0,172.0,277.0,69.0,46.0,72.0,46.0,70.0,28.0,40.0,26.0,20.0,32.0,14.0,15.0,12.0,17.0,14.0,4.0,10.0
2.9670597283903604,122.0,59.0,93.0,72.0,88.0,1013.0,109.0,155.0,109.0,254.0,221.0,52.0,64.0,43.0,50.0,49.0,26.0,23.0,37.0,18.0,24.0,12.0,17.0,12.0,12.0,7.0,10.0,9.0
3.0543261909900763,80.0,94.0,93.0,86.0,111.0,670.0,613.0,93.0,114.0,121.0,118.0,125.0,79.0,80.0,52.0,31.0,28.0,28.0,17.0,15.0,22.0,15.0,24.0,14.0,14.0,8.0,7.0,8.0
