,3,4,5,6,7,8,9,10,11
0.1,22.68247631162381,41.538455023531576,63.632559217655405,97.12019603247816,136.20669881482598,195.91744162242526,264.77696997695256,330.0779555024337,371.47260022068474
0.3,18.300818683816715,34.160275580979956,56.89501787768546,82.31331788975717,112.94172870817258,152.6966224616531,215.89294547420076,-191.8095347349855,298.9859713132196
0.5,17.01412360062686,33.30219128183944,56.15822966920503,65.57560159541023,107.20745581719859,145.98725273579964,138.3038827699807,175.16408965460906,196.81320700393994
1.0,22.09176651481357,39.4150030562596,39.632707853595214,70.5837381423172,101.19193237983768,144.6972587505914,218.5127965665842,196.50621345071727,286.390798035953
1.5,28.523404708127643,58.76398923596206,107.01846379320145,160.45086804292038,207.73332474003138,278.6921998781954,391.3965054136134,513.8569522435804,660.4804959895005
2.0,41.14342433940162,95.03693174963865,159.10602534808646,226.92520550392982,333.3059828197855,475.43439150084293,662.6088271569845,891.5338952833274,1096.0997322771698
3.0,87.48337485613885,166.9911145683909,251.66974520918492,413.734162421144,630.4334331405743,0.0,0.0,0.0,0.0
4.0,122.30349498476203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,134.23566008302285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,156.59584962020253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
