,3,4,5,6,7,8,9,10,11
0.1,1.1476511179157338,4.7760723964820855,11.788021400135941,23.305781386867135,40.273389107352436,67.04372153688941,100.44922593381786,145.9471270623052,211.14164858374062
0.3,0.612872048607187,10.012478131773454,41.01756968474543,112.91022444727354,262.7897849370788,561.428687233372,1190.8306741292579,2127.901101299635,2979.2937126592533
0.5,4.243556355556293,42.59342032543417,178.2447007892666,583.112713751593,1137.3692693917567,1668.3130878982386,2213.6929420899105,3295.749003678477,4349.869624283506
1.0,68.20827219469086,380.0552134356991,685.1020851044326,980.7373653918743,1436.3723187160667,3174.0625683317626,3324.306415488713,2555.6376854153054,2900.1976158295165
1.5,252.9694717832647,433.6741658377136,736.4009815741553,1461.0285287481447,2861.2964359975967,1422.4020331532506,1561.629779411873,1593.869762294022,1477.200400087366
2.0,256.42081332409987,481.5678615294367,825.8263145239823,1804.6794515528811,892.2628509439967,863.6659322729371,655.4549660323621,201.03960609028496,-573.01356147637
3.0,273.06204056927794,390.05202290642023,2933.194224546894,291.3133182366048,-62.74703794482162,-776.5072072983625,-1979.1890731902256,-3817.5750135842627,-6456.987256694232
4.0,225.2098079666899,2138.066343305961,50.25990152257124,-436.78530410532716,-1413.88766065491,-3080.930391021036,-5670.617258343192,-9447.626726888013,-14708.208934962402
5.0,86.36720723001419,1559.7645162124334,-401.83086251168936,-1374.327004890334,-3150.5683658865446,-6046.481105208326,-10427.443569727766,-16708.063707628597,-25352.026102287055
6.0,619.3926984320067,-194.12680182459061,-954.3937533960657,-2520.274337041418,-5276.766227330419,-9680.054247465536,-16257.128834461293,-25605.451238109563,-38392.37816924156
